req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,completed,8589154,8577786,0,0.9299999999884534,8.666666666666666,0.0,1,0.9299999999884534,7.736666666678213,8.666666666666666
1,completed,8588858,8592377,3,15.136666666666656,10.4,5.0,1,12.136666666666656,-4.736666666666656,7.4
2,completed,8587255,8577820,1,1.0,7.303333333325689,5.0,3,0.0,6.303333333325689,6.303333333325689
3,completed,8589154,8587238,8,16.9533333333333,28.03666666666666,2.0,3,8.953333333333301,11.08333333333336,20.03666666666666
4,completed,8589138,8587356,6,5.0,9.086666666664314,4.0,1,-1.0,4.086666666664314,3.086666666664314
5,completed,8589152,8587255,1,0.0,8.736666666666679,6.0,2,-1.0,8.736666666666679,7.736666666666679
6,completed,8587255,8588858,8,3.5699999999999115,15.986666666666679,2.0,1,-4.4300000000000885,12.416666666666767,7.986666666666679
7,completed,8577741,8587255,8,14.919999999999998,16.269999999999982,1.0,1,6.919999999999998,1.3499999999999837,8.269999999999982
8,completed,8587255,8589158,10,11.843333333333348,13.795000000000075,0.0,2,1.843333333333348,1.9516666666667266,3.7950000000000745
9,completed,8588858,8589147,6,6.006666666666689,12.888333333333406,0.0,2,0.006666666666689025,6.8816666666667174,6.8883333333334065
10,completed,8587255,8589141,9,0.0,25.78666666666666,3.0,1,-9.0,25.78666666666666,16.78666666666666
11,completed,8589161,8592374,0,2.130000000000109,4.963333333333365,6.0,1,2.130000000000109,2.8333333333332558,4.963333333333365
12,completed,8589155,8592374,2,7.579999999999956,8.916666666666666,2.0,4,5.579999999999956,1.3366666666667104,6.916666666666666
13,completed,8588858,8589138,5,5.970000000000036,18.560000000000016,0.0,2,0.9700000000000362,12.58999999999998,13.560000000000016
14,completed,8589161,8577820,3,3.1666666666666665,7.3399999999892565,5.0,1,0.16666666666666652,4.17333333332259,4.3399999999892565
15,completed,8589155,8589130,1,14.0,17.586666666666797,5.0,3,13.0,3.5866666666667975,16.586666666666797
16,completed,8589138,8577741,1,1.95,14.95666666666665,1.0,2,0.95,13.00666666666665,13.95666666666665
17,completed,8592374,8577785,5,5.0,12.416666666666666,6.0,6,0.0,7.416666666666666,7.416666666666666
18,in_transit,8589152,8592377,20,25.873333333333306,,3.0,1,5.873333333333306,,
19,completed,8587238,8589141,28,22.91166666666666,39.13000000000011,2.0,2,-5.088333333333338,16.218333333333447,11.13000000000011
20,in_transit,8577786,8577741,21,32.47,,0.0,2,11.469999999999999,,
21,completed,8589147,8588351,30,29.073333333333323,38.97000000000003,3.0,1,-0.9266666666666765,9.896666666666704,8.970000000000027
22,in_transit,8589152,8592378,25,30.0,,3.0,3,5.0,,
23,completed,8587356,8588344,21,0.0,31.88000000000011,4.0,4,-21.0,31.88000000000011,10.88000000000011
24,completed,8591766,8589155,23,23.0,39.05666666666667,0.0,1,0.0,16.056666666666672,16.056666666666672
25,completed,8589161,8588351,31,18.42666666666662,33.680000000000064,1.0,1,-12.57333333333338,15.253333333333444,2.6800000000000637
26,completed,8577785,8588858,31,1.0,37.916666666666664,6.0,1,-30.0,36.916666666666664,6.916666666666664
27,waiting,8577741,8592377,37,,,,4,,,
28,waiting,8589154,8592375,35,,,,4,,,
29,waiting,8504622,8589131,35,,,,2,,,
30,waiting,8588344,8589155,34,,,,1,,,
31,waiting,8589158,8589155,40,,,,1,,,
32,waiting,8591767,8589152,40,,,,2,,,
33,waiting,8504622,8589147,33,,,,2,,,
34,waiting,8504622,8589141,36,,,,2,,,
35,waiting,8592377,8589154,38,,,,1,,,
36,waiting,8588858,8589155,35,,,,5,,,
37,completed,8592375,8589161,30,25.823333333333508,36.35,5.0,4,-4.176666666666492,10.526666666666493,6.350000000000001
38,in_transit,8588858,8592375,30,37.879999999999995,,6.0,1,7.8799999999999955,,
39,waiting,8592374,8589130,46,,,,2,,,
40,waiting,8592377,8591767,43,,,,2,,,
41,waiting,8587356,8592378,45,,,,1,,,
42,waiting,8588344,8589154,47,,,,2,,,
43,waiting,8577741,8592378,50,,,,2,,,
44,waiting,8589141,8577820,44,,,,3,,,
45,waiting,8577820,8588858,48,,,,1,,,
46,waiting,8589147,8592377,59,,,,2,,,
47,waiting,8589138,8592378,59,,,,1,,,
48,waiting,8577741,8589131,53,,,,3,,,
49,waiting,8577820,8589271,57,,,,2,,,
50,waiting,8591767,8589161,50,,,,3,,,
51,waiting,8577785,8577786,52,,,,2,,,
52,waiting,8589154,8504622,60,,,,1,,,
53,waiting,8589138,8589152,51,,,,2,,,
54,waiting,8577741,8589152,57,,,,1,,,
55,waiting,8589271,8592377,58,,,,1,,,
