req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,completed,8589154,8577786,0,11.427301656945797,19.163968323612476,1.0,1,11.427301656945797,7.736666666666679,19.163968323612476
1,completed,8588858,8592377,3,14.329999999999998,17.9,5.0,1,11.329999999999998,3.5700000000000003,14.899999999999999
2,completed,8587255,8577820,1,8.119999999999948,11.706666666666663,6.0,3,7.119999999999948,3.5866666666667157,10.706666666666663
3,completed,8589154,8587238,8,18.766666666666666,27.963333333333335,3.0,3,10.766666666666666,9.196666666666669,19.963333333333335
4,completed,8589138,8587356,6,15.136666666666656,22.35,4.0,1,9.136666666666656,7.213333333333345,16.35
5,completed,8589152,8587255,1,0.0,8.736666666666672,3.0,2,-1.0,8.736666666666672,7.736666666666672
6,completed,8587255,8588858,8,8.773333333333348,19.703333333334577,3.0,1,0.7733333333333476,10.930000000001229,11.703333333334577
7,completed,8577741,8587255,8,17.28,20.246666666666666,3.0,1,9.280000000000001,2.966666666666665,12.246666666666666
8,completed,8587255,8589158,10,11.8,17.779999999999987,2.0,2,1.8000000000000007,5.979999999999986,7.779999999999987
9,completed,8588858,8589147,6,0.0,16.873333333333317,2.0,2,-6.0,16.873333333333317,10.873333333333317
10,completed,8587255,8589141,9,11.836666666664257,21.666666666666668,2.0,1,2.8366666666642573,9.83000000000241,12.666666666666668
11,completed,8589161,8592374,0,9.6,2.35,0.0,1,9.6,-7.25,2.35
12,completed,8589155,8592374,2,6.136666666666656,7.473333333333244,4.0,4,4.136666666666656,1.3366666666665878,5.473333333333244
13,completed,8588858,8589138,5,5.0,15.1,4.0,2,0.0,10.1,10.1
14,completed,8589161,8577820,3,6.35,11.743333333333325,6.0,1,3.3499999999999996,5.3933333333333255,8.743333333333325
15,completed,8589155,8589130,1,0.0,5.15,1.0,3,-1.0,5.15,4.15
16,completed,8589138,8577741,1,0.0,5.2,5.0,2,-1.0,5.2,4.2
17,completed,8592374,8577785,5,7.25,18.5,6.0,6,2.25,11.25,13.5
18,completed,8589152,8592377,20,20.0,36.833333333333336,4.0,1,0.0,16.833333333333336,16.833333333333336
19,completed,8587238,8589141,28,37.55,41.17000000000007,3.0,2,9.549999999999997,3.6200000000000756,13.170000000000073
20,completed,8577786,8577741,31,41.0,33.120000000000005,4.0,3,10.0,-7.8799999999999955,2.1200000000000045
21,completed,8589147,8588351,40,44.41333333333341,51.02999999999997,3.0,4,4.413333333333412,6.616666666666561,11.029999999999973
22,completed,8589152,8592378,35,41.82666666666667,55.66666666666663,3.0,1,6.826666666666668,13.83999999999996,20.66666666666663
23,completed,8587356,8588344,41,11.0,51.930000000000064,2.0,3,-30.0,40.930000000000064,10.930000000000064
24,completed,8591766,8589155,43,13.0,50.870000000000005,3.0,1,-30.0,37.870000000000005,7.8700000000000045
25,completed,8589161,8588351,41,11.0,43.7,0.0,4,-30.0,32.7,2.700000000000003
26,completed,8577785,8588858,41,38.82000000000009,48.35,4.0,2,-2.1799999999999073,9.529999999999909,7.350000000000001
27,in_transit,8577741,8592377,57,27.0,,4.0,2,-30.0,,
28,in_transit,8589154,8592375,65,67.04666666666677,,4.0,1,2.0466666666667663,,
29,waiting,8504622,8589131,65,,,,5,,,
30,in_transit,8588344,8589155,64,34.0,,2.0,4,-30.0,,
31,waiting,8589158,8589155,70,,,,1,,,
32,in_transit,8591767,8589152,70,70.0,,0.0,1,0.0,,
33,waiting,8504622,8589147,73,,,,2,,,
34,waiting,8504622,8589141,76,,,,1,,,
35,waiting,8592377,8589154,88,,,,2,,,
36,waiting,8588858,8589155,85,,,,1,,,
37,waiting,8592375,8589161,80,,,,2,,,
38,waiting,8588858,8592375,80,,,,2,,,
39,waiting,8592374,8589130,86,,,,1,,,
40,waiting,8592377,8591767,83,,,,3,,,
41,waiting,8587356,8592378,85,,,,2,,,
42,waiting,8588344,8589154,87,,,,3,,,
