req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,abandoned,8589154,8577786,0,,,,1,,,
1,abandoned,8588858,8592377,3,,,,1,,,
2,completed,8587255,8577820,1,3.5699999999995384,13.356666666667078,1.0,3,2.5699999999995384,9.78666666666754,12.356666666667078
3,abandoned,8589154,8587238,8,,,,3,,,
4,abandoned,8589138,8587356,6,,,,1,,,
5,completed,8589152,8587255,1,1.9566666666666492,9.693333333333328,0.0,2,0.9566666666666492,7.736666666666679,8.693333333333328
6,completed,8587255,8588858,8,8.0,19.786666666665145,1.0,1,0.0,11.786666666665145,11.786666666665145
7,completed,8577741,8587255,8,14.873333333333434,16.269999999999982,0.0,1,6.873333333333434,1.3966666666665475,8.269999999999982
8,completed,8587255,8589158,10,17.195000000000064,25.011666666666528,0.0,2,7.195000000000064,7.816666666666464,15.011666666666528
9,completed,8588858,8589147,6,19.75,29.963333333333168,1.0,2,13.75,10.213333333333168,23.963333333333168
10,completed,8587255,8589141,9,16.306666666666644,28.89833333333302,0.0,1,7.3066666666666436,12.591666666666377,19.89833333333302
11,completed,8589161,8592374,0,6.7733333333270025,9.159999999991385,1.0,1,6.7733333333270025,2.3866666666643823,9.159999999991385
12,completed,8589155,8592374,2,3.2,4.536666666659244,1.0,4,1.2000000000000002,1.3366666666592435,2.5366666666592437
13,completed,8588858,8589138,5,19.713333333333484,28.396666666666505,1.0,2,14.713333333333484,8.683333333333021,23.396666666666505
14,completed,8589161,8577820,3,3.1299999999999955,7.266666666666667,0.0,1,0.12999999999999545,4.136666666666671,4.266666666666667
15,abandoned,8589155,8589130,1,,,,3,,,
16,completed,8589138,8577741,1,0.5299999999997285,14.910000000000096,0.0,2,-0.47000000000027153,14.380000000000368,13.910000000000096
17,abandoned,8592374,8577785,5,,,,6,,,
18,in_transit,8589152,8592377,20,37.50666666666666,,0.0,1,17.50666666666666,,
19,waiting,8587238,8589141,28,,,,2,,,
20,abandoned,8577786,8577741,21,,,,2,,,
21,in_transit,8589147,8588351,30,0.0,,1.0,1,-30.0,,
22,in_transit,8589152,8592378,25,37.63000000000008,,0.0,3,12.63000000000008,,
23,abandoned,8587356,8588344,21,,,,4,,,
24,abandoned,8591766,8589155,23,,,,1,,,
25,in_transit,8589161,8588351,31,38.45,,1.0,1,7.450000000000003,,
26,waiting,8577785,8588858,31,,,,1,,,
27,waiting,8577741,8592377,37,,,,4,,,
28,waiting,8589154,8592375,35,,,,4,,,
29,waiting,8504622,8589131,35,,,,2,,,
30,waiting,8588344,8589155,34,,,,1,,,
31,waiting,8589158,8589155,40,,,,1,,,
32,waiting,8591767,8589152,40,,,,2,,,
33,completed,8504622,8589147,33,3.0,34.431666666666615,0.0,2,-30.0,31.431666666666615,1.4316666666666151
34,completed,8504622,8589141,36,36.0,38.416666666666664,0.0,2,0.0,2.4166666666666643,2.4166666666666643
35,waiting,8592377,8589154,38,,,,1,,,
36,waiting,8588858,8589155,35,,,,5,,,
37,waiting,8592375,8589161,30,,,,4,,,
38,waiting,8588858,8592375,30,,,,1,,,
39,waiting,8592374,8589130,46,,,,2,,,
40,waiting,8592377,8591767,43,,,,2,,,
41,waiting,8587356,8592378,45,,,,1,,,
42,waiting,8588344,8589154,47,,,,2,,,
43,waiting,8577741,8592378,50,,,,2,,,
44,waiting,8589141,8577820,44,,,,3,,,
45,waiting,8577820,8588858,48,,,,1,,,
46,waiting,8589147,8592377,59,,,,2,,,
47,waiting,8589138,8592378,59,,,,1,,,
48,waiting,8577741,8589131,53,,,,3,,,
49,waiting,8577820,8589271,57,,,,2,,,
50,waiting,8591767,8589161,50,,,,3,,,
51,waiting,8577785,8577786,52,,,,2,,,
52,waiting,8589154,8504622,60,,,,1,,,
53,waiting,8589138,8589152,51,,,,2,,,
54,waiting,8577741,8589152,57,,,,1,,,
55,waiting,8589271,8592377,58,,,,1,,,
