req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,completed,8589154,8577786,0,0.9299999999994586,8.666666666666666,0.0,1,0.9299999999994586,7.736666666667207,8.666666666666666
1,completed,8588858,8592377,3,7.866666666666666,15.333333333333334,5.0,1,4.866666666666666,7.466666666666668,12.333333333333334
2,completed,8587255,8577820,1,0.0,7.3033333333331285,5.0,3,-1.0,7.3033333333331285,6.3033333333331285
3,completed,8589154,8587238,8,16.4433333333334,22.786666666666605,1.0,3,8.443333333333399,6.343333333333206,14.786666666666605
4,completed,8589138,8587356,6,1.220000000000006,8.736666666666679,4.0,1,-4.779999999999994,7.516666666666673,2.736666666666679
5,completed,8589152,8587255,1,1.0,8.736666666666679,6.0,2,0.0,7.736666666666679,7.736666666666679
6,completed,8587255,8588858,8,8.9416666666665,14.470000000000027,6.0,1,0.9416666666664995,5.528333333333528,6.470000000000027
7,completed,8577741,8587255,8,14.956666666666734,15.069999999999936,1.0,1,6.9566666666667345,0.11333333333320184,7.069999999999936
8,completed,8587255,8589158,10,14.1,25.80666666666676,0.0,2,4.1,11.706666666666761,15.80666666666676
9,completed,8588858,8589147,6,17.126666666666676,24.9,0.0,2,11.126666666666676,7.773333333333323,18.9
10,completed,8587255,8589141,9,0.0,17.3,3.0,1,-9.0,17.3,8.3
11,completed,8589161,8592374,0,11.071666666666495,13.458333333333265,6.0,1,11.071666666666495,2.3866666666667697,13.458333333333265
12,completed,8589155,8592374,2,7.579999999999657,8.916666666666666,2.0,4,5.579999999999657,1.3366666666670088,6.916666666666666
13,completed,8588858,8589138,5,17.16333333333334,23.333333333333332,0.0,2,12.163333333333341,6.169999999999991,18.333333333333332
14,completed,8589161,8577820,3,3.1666666666666665,7.339999999999613,5.0,1,0.16666666666666652,4.1733333333329465,4.339999999999613
15,completed,8589155,8589130,1,6.7300000000000075,8.15,5.0,3,5.7300000000000075,1.4199999999999928,7.15
16,completed,8589138,8577741,1,1.95,14.920000000000073,1.0,2,0.95,12.970000000000073,13.920000000000073
17,completed,8592374,8577785,5,8.953333333328018,12.38000000000011,2.0,6,3.9533333333280183,3.426666666672091,7.380000000000109
18,completed,8589152,8592377,20,25.0,20.970000000000027,3.0,1,5.0,-4.029999999999973,0.9700000000000273
19,completed,8587238,8589141,28,30.72333333333372,43.7800000000001,1.0,2,2.72333333333372,13.05666666666638,15.7800000000001
20,completed,8577786,8577741,21,14.63666666666677,29.0,2.0,2,-6.36333333333323,14.36333333333323,8.0
21,completed,8589147,8588351,30,39.093333333333334,49.586666666666666,0.0,1,9.093333333333334,10.493333333333332,19.586666666666666
22,completed,8589152,8592378,25,0.0,38.42000000000007,3.0,3,-25.0,38.42000000000007,13.420000000000073
23,completed,8587356,8588344,21,0.0,36.006666666666646,4.0,4,-21.0,36.006666666666646,15.006666666666646
24,completed,8591766,8589155,23,40.0,54.086666666666794,0.0,1,17.0,14.086666666666794,31.086666666666794
25,completed,8589161,8588351,31,34.35,37.06666666666667,6.0,1,3.3500000000000014,2.7166666666666686,6.06666666666667
26,completed,8577785,8588858,31,39.879999999999995,47.266666666666666,5.0,1,8.879999999999995,7.38666666666667,16.266666666666666
27,completed,8577741,8592377,37,49.61666666666667,47.98000000000002,5.0,4,12.616666666666667,-1.636666666666649,10.980000000000018
28,completed,8589154,8592375,35,48.22333333333343,51.775000000000134,5.0,4,13.223333333333429,3.551666666666705,16.775000000000134
29,completed,8504622,8589131,35,46.15,49.556666012317756,1.0,2,11.149999999999999,3.406666012317757,14.556666012317756
30,completed,8588344,8589155,34,31.879999999999995,45.61333333333337,4.0,1,-2.1200000000000045,13.733333333333377,11.613333333333372
31,completed,8589158,8589155,40,10.0,54.12333333333338,0.0,1,-30.0,44.12333333333338,14.123333333333377
32,completed,8591767,8589152,40,40.0,43.01333333333342,1.0,2,0.0,3.0133333333334207,3.0133333333334207
33,completed,8504622,8589147,33,39.693333333333584,40.63000000000011,1.0,2,6.693333333333584,0.9366666666665253,7.630000000000109
34,completed,8504622,8589141,36,41.49666666666677,43.833333333333336,1.0,2,5.496666666666769,2.3366666666665665,7.833333333333336
35,completed,8592377,8589154,38,8.0,48.27999999999997,5.0,1,-30.0,40.27999999999997,10.279999999999973
36,completed,8588858,8589155,35,44.370000000000005,45.57666666666671,4.0,5,9.370000000000005,1.206666666666706,10.57666666666671
37,completed,8592375,8589161,30,33.86999999999996,40.29333333333324,6.0,4,3.869999999999962,6.423333333333275,10.293333333333237
38,completed,8588858,8592375,30,0.0,33.90666666666658,6.0,1,-30.0,33.90666666666658,3.906666666666581
39,in_transit,8592374,8589130,46,55.55999999999981,,0.0,2,9.55999999999981,,
40,completed,8592377,8591767,43,21.00666666666669,58.886666666666656,3.0,2,-21.99333333333331,37.87999999999997,15.886666666666656
41,in_transit,8587356,8592378,45,28.0,,6.0,1,-17.0,,
42,completed,8588344,8589154,47,45.51999868616711,59.97333333333302,1.0,2,-1.4800013138328865,14.453334647165903,12.973333333333017
43,in_transit,8577741,8592378,50,20.0,,2.0,2,-30.0,,
44,in_transit,8589141,8577820,44,56.31999999999999,,3.0,3,12.319999999999993,,
45,completed,8577820,8588858,48,47.93000000000001,52.88000000000011,0.0,1,-0.06999999999999318,4.950000000000102,4.880000000000109
46,waiting,8589147,8592377,59,,,,2,,,
47,waiting,8589138,8592378,59,,,,1,,,
48,waiting,8577741,8589131,53,,,,3,,,
49,waiting,8577820,8589271,57,,,,2,,,
50,completed,8591767,8589161,50,50.0,58.166666666666664,4.0,3,0.0,8.166666666666664,8.166666666666664
51,waiting,8577785,8577786,52,,,,2,,,
52,in_transit,8589154,8504622,60,59.331666666666806,,5.0,1,-0.6683333333331944,,
53,waiting,8589138,8589152,51,,,,2,,,
54,waiting,8577741,8589152,57,,,,1,,,
55,waiting,8589271,8592377,58,,,,1,,,
56,waiting,8577785,8587255,70,,,,1,,,
57,waiting,8587238,8577786,70,,,,1,,,
58,waiting,8592378,8589147,64,,,,4,,,
59,waiting,8589161,8589154,65,,,,2,,,
60,waiting,8577786,8588351,66,,,,1,,,
61,waiting,8504622,8589141,60,,,,4,,,
62,waiting,8587238,8592378,64,,,,5,,,
63,waiting,8589271,8589161,62,,,,2,,,
64,waiting,8589271,8577786,70,,,,1,,,
65,waiting,8588351,8592375,70,,,,1,,,
66,waiting,8589271,8589152,63,,,,1,,,
67,waiting,8577820,8589131,62,,,,1,,,
68,waiting,8589147,8589161,78,,,,2,,,
69,waiting,8587255,8589152,75,,,,3,,,
70,waiting,8589270,8587255,71,,,,2,,,
71,waiting,8589131,8592378,74,,,,1,,,
72,waiting,8588858,8591766,73,,,,2,,,
73,waiting,8592378,8587356,71,,,,4,,,
74,waiting,8591767,8587238,77,,,,1,,,
75,waiting,8592375,8591767,78,,,,2,,,
76,waiting,8589161,8577820,72,,,,1,,,
77,waiting,8589155,8589270,78,,,,4,,,
78,waiting,8504622,8592377,78,,,,5,,,
79,waiting,8577785,8589152,76,,,,2,,,
