req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins
0,abandoned,8589154,8577786,0,,,,1,
1,abandoned,8588858,8592377,3,,,,1,
2,completed,8587255,8577820,1,8.23000000000015,15.39333333333336,1.0,3,7.23000000000015
3,abandoned,8589154,8587238,8,,,,3,
4,completed,8589138,8587356,6,9.319999999999965,9.326666666665886,0.0,1,3.3199999999999648
5,completed,8589152,8587255,1,6.919999999999533,15.933333333333334,0.0,2,5.919999999999533
6,completed,8587255,8588858,8,15.969999999998521,20.01333333333332,0.0,1,7.969999999998521
7,completed,8577741,8587255,8,17.75666666666666,26.063333333332977,0.0,1,9.75666666666666
8,completed,8587255,8589158,10,12.560000000001539,20.376666666667884,1.0,2,2.560000000001539
9,abandoned,8588858,8589147,6,,,,2,
10,completed,8587255,8589141,9,12.52333333333558,24.263333333333485,1.0,1,3.5233333333355805
11,completed,8589161,8592374,0,2.2366666666667108,4.6233333333334805,1.0,1,2.2366666666667108
12,completed,8589155,8592374,2,6.730000000000645,8.066666666666666,1.0,4,4.730000000000645
13,abandoned,8588858,8589138,5,,,,2,
14,completed,8589161,8577820,3,10.396666666666807,15.430000000000021,1.0,1,7.396666666666807
15,abandoned,8589155,8589130,1,,,,3,
16,completed,8589138,8577741,1,6.0,17.72000000000085,0.0,2,5.0
17,abandoned,8592374,8577785,5,,,,6,
18,completed,8589152,8592377,20,25.036666666667397,39.42666666666753,1.0,1,5.036666666667397
19,completed,8587238,8589141,28,28.0,39.166666666666664,0.0,2,0.0
20,abandoned,8577786,8577741,21,,,,2,
21,abandoned,8589147,8588351,30,,,,1,
22,completed,8589152,8592378,25,25.0,38.42000000000007,1.0,3,0.0
23,abandoned,8587356,8588344,21,,,,4,
24,abandoned,8591766,8589155,23,,,,1,
25,completed,8589161,8588351,31,40.7,43.4366666666665,1.0,1,9.700000000000003
26,completed,8577785,8588858,31,31.0,38.38666666666677,1.0,1,0.0
27,abandoned,8577741,8592377,37,,,,4,
28,completed,8589154,8592375,35,41.64666666666632,47.34333333333316,1.0,4,6.64666666666632
29,completed,8504622,8589131,35,49.413333333333256,49.55666666666664,0.0,2,14.413333333333256
30,abandoned,8588344,8589155,34,,,,1,
31,abandoned,8589158,8589155,40,,,,1,
32,completed,8591767,8589152,40,39.54166666666674,43.153333333333336,0.0,2,-0.45833333333325754
33,completed,8504622,8589147,33,39.20500000000007,40.666666666666664,0.0,2,6.205000000000069
34,completed,8504622,8589141,36,44.760000000000005,47.09666666666659,0.0,2,8.760000000000005
35,completed,8592377,8589154,38,50.1,48.88000000000012,1.0,1,12.100000000000001
36,completed,8588858,8589155,35,38.4233333333334,39.629999999999654,1.0,5,3.423333333333403
37,abandoned,8592375,8589161,30,,,,4,
38,abandoned,8588858,8592375,30,,,,1,
39,abandoned,8592374,8589130,46,,,,2,
40,abandoned,8592377,8591767,43,,,,2,
41,abandoned,8587356,8592378,45,,,,1,
42,completed,8588344,8589154,47,45.519999999999996,59.97333333333326,0.0,2,-1.480000000000004
43,waiting,8577741,8592378,50,,,,2,
44,abandoned,8589141,8577820,44,,,,3,
45,waiting,8577820,8588858,48,,,,1,
46,waiting,8589147,8592377,59,,,,2,
47,waiting,8589138,8592378,59,,,,1,
48,completed,8577741,8589131,53,50.24666666666677,64.34333333333333,1.0,3,-2.753333333333231
49,waiting,8577820,8589271,57,,,,2,
50,waiting,8591767,8589161,50,,,,3,
51,waiting,8577785,8577786,52,,,,2,
52,in_transit,8589154,8504622,60,60.0,,0.0,1,0.0
53,waiting,8589138,8589152,51,,,,2,
54,waiting,8577741,8589152,57,,,,1,
55,waiting,8589271,8592377,58,,,,1,
56,waiting,8577785,8587255,70,,,,1,
57,in_transit,8587238,8577786,70,70.0,,1.0,1,0.0
58,waiting,8592378,8589147,64,,,,4,
59,waiting,8589161,8589154,65,,,,2,
60,waiting,8577786,8588351,66,,,,1,
61,waiting,8504622,8589141,60,,,,4,
62,waiting,8587238,8592378,64,,,,5,
63,waiting,8589271,8589161,62,,,,2,
64,waiting,8589271,8577786,70,,,,1,
65,waiting,8588351,8592375,70,,,,1,
66,waiting,8589271,8589152,63,,,,1,
67,waiting,8577820,8589131,62,,,,1,
68,waiting,8589147,8589161,78,,,,2,
69,waiting,8587255,8589152,75,,,,3,
70,waiting,8589270,8587255,71,,,,2,
71,waiting,8589131,8592378,74,,,,1,
72,waiting,8588858,8591766,73,,,,2,
73,waiting,8592378,8587356,71,,,,4,
74,waiting,8591767,8587238,77,,,,1,
75,waiting,8592375,8591767,78,,,,2,
76,waiting,8589161,8577820,72,,,,1,
77,waiting,8589155,8589270,78,,,,4,
78,waiting,8504622,8592377,78,,,,5,
79,waiting,8577785,8589152,76,,,,2,
80,waiting,8588344,8589147,83,,,,3,
81,waiting,8589158,8588351,86,,,,2,
82,waiting,8589155,8589154,85,,,,5,
83,waiting,8589141,8592378,88,,,,5,
84,waiting,8589141,8577786,83,,,,5,
85,waiting,8588858,8591767,85,,,,1,
