req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,abandoned,8589154,8577786,0,,,,1,,,
1,abandoned,8588858,8592377,3,,,,1,,,
2,abandoned,8587255,8577820,1,,,,3,,,
3,completed,8589154,8587238,8,21.0,17.980000000000018,1.0,3,13.0,-3.019999999999982,9.980000000000018
4,completed,8589138,8587356,6,8.966666666666667,8.36999999999989,1.0,1,2.966666666666667,-0.5966666666667759,2.369999999999891
5,completed,8589152,8587255,1,9.923333333333007,14.976666666665238,1.0,2,8.923333333333007,5.0533333333322314,13.976666666665238
6,completed,8587255,8588858,8,15.0133333333319,20.063333333333333,1.0,1,7.0133333333319,5.0500000000014325,12.063333333333333
7,completed,8577741,8587255,8,16.02333333333135,16.343333333333334,0.0,1,8.023333333331351,0.3200000000019827,8.343333333333334
8,completed,8587255,8589158,10,16.269999999999996,24.16000000000001,0.0,2,6.269999999999996,7.890000000000015,14.16000000000001
9,abandoned,8588858,8589147,6,,,,2,,,
10,completed,8587255,8589141,9,16.306666666666672,28.04666666666668,0.0,1,7.306666666666672,11.740000000000009,19.04666666666668
11,completed,8589161,8592374,0,6.079999999997881,8.466666666666667,0.0,1,6.079999999997881,2.386666666668786,8.466666666666667
12,completed,8589155,8592374,2,7.0,8.336666666666588,0.0,4,5.0,1.3366666666665878,6.336666666666588
13,abandoned,8588858,8589138,5,,,,2,,,
14,abandoned,8589161,8577820,3,,,,1,,,
15,abandoned,8589155,8589130,1,,,,3,,,
16,completed,8589138,8577741,1,6.0,23.508333333333383,1.0,2,5.0,17.508333333333383,22.508333333333383
17,abandoned,8592374,8577785,5,,,,6,,,
18,in_transit,8589152,8592377,20,0.0,,0.0,1,-20.0,,
19,waiting,8587238,8589141,28,,,,2,,,
20,abandoned,8577786,8577741,21,,,,2,,,
21,in_transit,8589147,8588351,30,34.003333333332364,,0.0,1,4.003333333332364,,
22,in_transit,8589152,8592378,25,31.14333333333235,,0.0,3,6.14333333333235,,
23,abandoned,8587356,8588344,21,,,,4,,,
24,abandoned,8591766,8589155,23,,,,1,,,
25,completed,8589161,8588351,31,36.386666666666656,39.139999999999986,1.0,1,5.386666666666656,2.7533333333333303,8.139999999999986
26,waiting,8577785,8588858,31,,,,1,,,
27,waiting,8577741,8592377,37,,,,4,,,
28,waiting,8589154,8592375,35,,,,4,,,
29,waiting,8504622,8589131,35,,,,2,,,
30,waiting,8588344,8589155,34,,,,1,,,
31,waiting,8589158,8589155,40,,,,1,,,
32,waiting,8591767,8589152,40,,,,2,,,
33,completed,8504622,8589147,33,33.0,33.96666666666667,0.0,2,0.0,0.9666666666666686,0.9666666666666686
34,waiting,8504622,8589141,36,,,,2,,,
35,waiting,8592377,8589154,38,,,,1,,,
36,waiting,8588858,8589155,35,,,,5,,,
37,completed,8592375,8589161,30,24.79666666666668,36.42333333333332,1.0,4,-5.203333333333319,11.626666666666637,6.423333333333318
38,waiting,8588858,8592375,30,,,,1,,,
39,waiting,8592374,8589130,46,,,,2,,,
40,waiting,8592377,8591767,43,,,,2,,,
41,waiting,8587356,8592378,45,,,,1,,,
42,waiting,8588344,8589154,47,,,,2,,,
43,waiting,8577741,8592378,50,,,,2,,,
44,waiting,8589141,8577820,44,,,,3,,,
45,waiting,8577820,8588858,48,,,,1,,,
46,waiting,8589147,8592377,59,,,,2,,,
47,waiting,8589138,8592378,59,,,,1,,,
48,waiting,8577741,8589131,53,,,,3,,,
49,waiting,8577820,8589271,57,,,,2,,,
50,waiting,8591767,8589161,50,,,,3,,,
51,waiting,8577785,8577786,52,,,,2,,,
52,waiting,8589154,8504622,60,,,,1,,,
53,waiting,8589138,8589152,51,,,,2,,,
54,waiting,8577741,8589152,57,,,,1,,,
55,waiting,8589271,8592377,58,,,,1,,,
