req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,abandoned,8589154,8577786,0,,,,1,,,
1,abandoned,8588858,8592377,3,,,,1,,,
2,completed,8587255,8577820,1,11.443333333333356,17.74666666666667,1.0,3,10.443333333333356,6.303333333333313,16.74666666666667
3,abandoned,8589154,8587238,8,,,,3,,,
4,completed,8589138,8587356,6,6.0,8.736666666666409,1.0,1,0.0,2.736666666666409,2.736666666666409
5,completed,8589152,8587255,1,3.85,11.406666666666695,1.0,2,2.85,7.556666666666695,10.406666666666695
6,completed,8587255,8588858,8,17.333333333333332,16.173333333333396,0.0,1,9.333333333333332,-1.1599999999999362,8.173333333333396
7,completed,8577741,8587255,8,9.529999999999461,17.296666666665885,0.0,1,1.5299999999994611,7.766666666666424,9.296666666665885
8,completed,8587255,8589158,10,5.32999999999987,17.816666666666666,1.0,2,-4.67000000000013,12.486666666666796,7.816666666666666
9,in_transit,8588858,8589147,6,16.136666666666656,,0.0,2,10.136666666666656,,
10,in_transit,8587255,8589141,9,22.209999999999916,,0.0,1,13.209999999999916,,
11,abandoned,8589161,8592374,0,,,,1,,,
12,abandoned,8589155,8592374,2,,,,4,,,
13,in_transit,8588858,8589138,5,16.1,,0.0,2,11.100000000000001,,
14,completed,8589161,8577820,3,13.610000000000014,17.783333333333335,1.0,1,10.610000000000014,4.173333333333321,14.783333333333335
15,abandoned,8589155,8589130,1,,,,3,,,
16,abandoned,8589138,8577741,1,,,,2,,,
17,abandoned,8592374,8577785,5,,,,6,,,
18,in_transit,8589152,8592377,20,24.619999999999862,,1.0,1,4.619999999999862,,
19,waiting,8587238,8589141,28,,,,2,,,
20,waiting,8577786,8577741,21,,,,2,,,
21,waiting,8589147,8588351,30,,,,1,,,
22,in_transit,8589152,8592378,25,24.65666666666644,,1.0,3,-0.3433333333335611,,
23,in_transit,8587356,8588344,21,21.083333333333332,,1.0,4,0.08333333333333215,,
24,waiting,8591766,8589155,23,,,,1,,,
25,waiting,8589161,8588351,31,,,,1,,,
26,waiting,8577785,8588858,31,,,,1,,,
27,waiting,8577741,8592377,37,,,,4,,,
28,waiting,8589154,8592375,35,,,,4,,,
29,waiting,8504622,8589131,35,,,,2,,,
30,waiting,8588344,8589155,34,,,,1,,,
31,waiting,8589158,8589155,40,,,,1,,,
32,waiting,8591767,8589152,40,,,,2,,,
33,waiting,8504622,8589147,33,,,,2,,,
34,waiting,8504622,8589141,36,,,,2,,,
35,waiting,8592377,8589154,38,,,,1,,,
36,waiting,8588858,8589155,35,,,,5,,,
37,waiting,8592375,8589161,30,,,,4,,,
38,waiting,8588858,8592375,30,,,,1,,,
39,waiting,8592374,8589130,46,,,,2,,,
40,waiting,8592377,8591767,43,,,,2,,,
41,waiting,8587356,8592378,45,,,,1,,,
42,waiting,8588344,8589154,47,,,,2,,,
43,waiting,8577741,8592378,50,,,,2,,,
44,waiting,8589141,8577820,44,,,,3,,,
45,waiting,8577820,8588858,48,,,,1,,,
