departure_time,origin_station_id,origin_name,origin_lat,origin_lon,dest_station_id,dest_name,dest_lat,dest_lon,distance_meters,duration_seconds,duration_minutes,duration_in_traffic_seconds,duration_in_traffic_minutes,status
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,270,35,0.58,32,0.53,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,659,86,1.43,86,1.43,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8591766,"Fribourg, Boschung",46.811451,7.171016,1013,138,2.3,159,2.65,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,3788,445,7.42,499,8.32,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589161,"Fribourg, St-Pierre",46.803911,7.155266,4335,561,9.35,616,10.27,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,4719,695,11.58,769,12.82,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,9363,808,13.47,1008,16.8,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,8377,699,11.65,892,14.87,OK
2026-02-12 17:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,8261,722,12.03,886,14.77,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589141,"Fribourg, Chaley",46.806281,7.175601,283,40,0.67,51,0.85,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,389,51,0.85,53,0.88,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8591766,"Fribourg, Boschung",46.811451,7.171016,743,103,1.72,118,1.97,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,3518,410,6.83,466,7.77,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589161,"Fribourg, St-Pierre",46.803911,7.155266,4065,526,8.77,582,9.7,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,4449,660,11.0,733,12.22,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,9093,773,12.88,977,16.28,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,8108,664,11.07,864,14.4,OK
2026-02-12 17:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,7992,687,11.45,863,14.38,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589141,"Fribourg, Chaley",46.806281,7.175601,672,93,1.55,107,1.78,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,389,52,0.87,55,0.92,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8591766,"Fribourg, Boschung",46.811451,7.171016,354,52,0.87,64,1.07,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,3129,359,5.98,412,6.87,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589161,"Fribourg, St-Pierre",46.803911,7.155266,3676,475,7.92,530,8.83,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,4060,609,10.15,676,11.27,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,8704,722,12.03,921,15.35,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,7719,613,10.22,806,13.43,OK
2026-02-12 17:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,7603,636,10.6,810,13.5,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8589141,"Fribourg, Chaley",46.806281,7.175601,991,138,2.3,163,2.72,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,708,97,1.62,109,1.82,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,319,45,0.75,54,0.9,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,2772,307,5.12,348,5.8,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8589161,"Fribourg, St-Pierre",46.803911,7.155266,3319,422,7.03,469,7.82,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,3703,557,9.28,614,10.23,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,8347,669,11.15,860,14.33,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,7362,561,9.35,743,12.38,OK
2026-02-12 17:00:00,8591766,"Fribourg, Boschung",46.811451,7.171016,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,7246,584,9.73,747,12.45,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8589141,"Fribourg, Chaley",46.806281,7.175601,3766,458,7.63,555,9.25,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,3483,417,6.95,505,8.42,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,3094,365,6.08,447,7.45,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8591766,"Fribourg, Boschung",46.811451,7.171016,2775,320,5.33,402,6.7,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8589161,"Fribourg, St-Pierre",46.803911,7.155266,547,115,1.92,138,2.3,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,931,250,4.17,282,4.7,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,6007,786,13.1,969,16.15,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,5021,678,11.3,849,14.15,OK
2026-02-12 17:00:00,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,4905,701,11.68,853,14.22,OK
2026-02-12 17:00:00,8589161,"Fribourg, St-Pierre",46.803911,7.155266,8589141,"Fribourg, Chaley",46.806281,7.175601,4296,552,9.2,657,10.95,OK
2026-02-12 17:00:00,8589161,"Fribourg, St-Pierre",46.803911,7.155266,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,4013,512,8.53,605,10.08,OK
2026-02-12 17:00:00,8589161,"Fribourg, St-Pierre",46.803911,7.155266,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,3624,460,7.67,550,9.17,OK
