req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins
0,abandoned,8589154,8577786,0,,,,1,
1,abandoned,8588858,8592377,3,,,,1,
2,completed,8587255,8577820,1,5.179999999999467,7.136666666666287,1.0,3,4.179999999999467
3,abandoned,8589154,8587238,8,,,,3,
4,abandoned,8589138,8587356,6,,,,1,
5,abandoned,8589152,8587255,1,,,,2,
6,completed,8587255,8588858,8,8.0,16.02333333333347,0.0,1,0.0
7,completed,8577741,8587255,8,18.260000000000108,16.30666666666677,0.0,1,10.260000000000108
8,completed,8587255,8589158,10,19.573333333332272,29.670000000000073,1.0,2,9.573333333332272
9,completed,8588858,8589147,6,15.986666666666807,23.1633333333333,0.0,2,9.986666666666807
10,completed,8587255,8589141,9,16.269999999999996,26.430000000000085,0.0,1,7.269999999999996
11,completed,8589161,8592374,0,6.079999999999927,8.466666666666667,0.0,1,6.079999999999927
12,completed,8589155,8592374,2,14.629999999999015,15.966666666666667,1.0,4,12.629999999999015
13,completed,8588858,8589138,5,13.493333333332359,27.10333333333341,1.0,2,8.493333333332359
14,completed,8589161,8577820,3,7.346666666666124,7.1,1.0,1,4.346666666666124
15,abandoned,8589155,8589130,1,,,,3,
16,abandoned,8589138,8577741,1,,,,2,
17,abandoned,8592374,8577785,5,,,,6,
18,completed,8589152,8592377,20,27.203333333333372,39.42666666666605,0.0,1,7.203333333333372
19,abandoned,8587238,8589141,28,,,,2,
20,abandoned,8577786,8577741,21,,,,2,
21,completed,8589147,8588351,30,39.093333333333334,49.56999999977381,1.0,1,9.093333333333334
22,completed,8589152,8592378,25,27.166666666666668,38.42000000000007,0.0,3,2.166666666666668
23,abandoned,8587356,8588344,21,,,,4,
24,completed,8591766,8589155,23,40.0,46.08666666666656,1.0,1,17.0
25,abandoned,8589161,8588351,31,,,,1,
26,abandoned,8577785,8588858,31,,,,1,
27,in_transit,8577741,8592377,37,50.0,,1.0,4,13.0
28,abandoned,8589154,8592375,35,,,,4,
29,abandoned,8504622,8589131,35,,,,2,
30,abandoned,8588344,8589155,34,,,,1,
31,completed,8589158,8589155,40,40.0,46.123333333333264,1.0,1,0.0
32,completed,8591767,8589152,40,48.675000000000125,51.93666666666074,0.0,2,8.675000000000125
33,completed,8504622,8589147,33,35.63333333333333,39.05666666666667,1.0,2,2.633333333333333
34,completed,8504622,8589141,36,49.2916666666668,52.70333333332849,0.0,2,13.2916666666668
35,abandoned,8592377,8589154,38,,,,1,
36,completed,8588858,8589155,35,44.87999999999999,46.67166666666673,1.0,5,9.879999999999988
37,abandoned,8592375,8589161,30,,,,4,
38,abandoned,8588858,8592375,30,,,,1,
39,abandoned,8592374,8589130,46,,,,2,
40,abandoned,8592377,8591767,43,,,,2,
41,abandoned,8587356,8592378,45,,,,1,
42,abandoned,8588344,8589154,47,,,,2,
43,waiting,8577741,8592378,50,,,,2,
44,in_transit,8589141,8577820,44,52.73999999999565,,0.0,3,8.739999999995653
45,waiting,8577820,8588858,48,,,,1,
46,waiting,8589147,8592377,59,,,,2,
47,waiting,8589138,8592378,59,,,,1,
48,waiting,8577741,8589131,53,,,,3,
49,waiting,8577820,8589271,57,,,,2,
50,waiting,8591767,8589161,50,,,,3,
51,waiting,8577785,8577786,52,,,,2,
52,waiting,8589154,8504622,60,,,,1,
53,completed,8589138,8589152,51,49.90833333333347,51.9,0.0,2,-1.0916666666665265
54,in_transit,8577741,8589152,57,51.54666666666549,,1.0,1,-5.453333333334513
55,waiting,8589271,8592377,58,,,,1,
56,waiting,8577785,8587255,70,,,,1,
57,waiting,8587238,8577786,70,,,,1,
58,waiting,8592378,8589147,64,,,,4,
59,waiting,8589161,8589154,65,,,,2,
60,waiting,8577786,8588351,66,,,,1,
61,waiting,8504622,8589141,60,,,,4,
62,waiting,8587238,8592378,64,,,,5,
63,waiting,8589271,8589161,62,,,,2,
64,waiting,8589271,8577786,70,,,,1,
65,waiting,8588351,8592375,70,,,,1,
66,waiting,8589271,8589152,63,,,,1,
67,waiting,8577820,8589131,62,,,,1,
68,waiting,8589147,8589161,78,,,,2,
69,waiting,8587255,8589152,75,,,,3,
70,waiting,8589270,8587255,71,,,,2,
71,waiting,8589131,8592378,74,,,,1,
72,waiting,8588858,8591766,73,,,,2,
73,waiting,8592378,8587356,71,,,,4,
74,waiting,8591767,8587238,77,,,,1,
75,waiting,8592375,8591767,78,,,,2,
76,waiting,8589161,8577820,72,,,,1,
77,waiting,8589155,8589270,78,,,,4,
78,waiting,8504622,8592377,78,,,,5,
79,waiting,8577785,8589152,76,,,,2,
