req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,abandoned,8589154,8577786,0,,,,1,,,
1,abandoned,8588858,8592377,3,,,,1,,,
2,completed,8587255,8577820,1,6.906789142282639,13.20999935531856,0.0,3,5.906789142282639,6.303210213035921,12.20999935531856
3,abandoned,8589154,8587238,8,,,,3,,,
4,abandoned,8589138,8587356,6,,,,1,,,
5,abandoned,8589152,8587255,1,,,,2,,,
6,completed,8587255,8588858,8,16.306666666666644,27.409999999999847,1.0,1,8.306666666666644,11.103333333333204,19.409999999999847
7,completed,8577741,8587255,8,14.956666666666734,16.269999999999982,1.0,1,6.9566666666667345,1.3133333333332473,8.269999999999982
8,completed,8587255,8589158,10,13.879999999999473,21.69666666666608,0.0,2,3.879999999999473,7.816666666666606,11.69666666666608
9,completed,8588858,8589147,6,27.373333333333424,33.96666666666667,1.0,2,21.373333333333424,6.593333333333245,27.96666666666667
10,completed,8587255,8589141,9,21.969999999999892,30.376666666666537,1.0,1,12.969999999999892,8.406666666666645,21.376666666666537
11,completed,8589161,8592374,0,18.46333333333354,20.8300000000001,1.0,1,18.46333333333354,2.3666666666665606,20.8300000000001
12,completed,8589155,8592374,2,9.319999999999723,3.3,0.0,4,7.319999999999723,-6.019999999999723,1.2999999999999998
13,completed,8588858,8589138,5,27.336666666666762,32.36333333333333,1.0,2,22.336666666666762,5.026666666666568,27.36333333333333
14,completed,8589161,8577820,3,9.073441923574332,13.246666021985222,0.0,1,6.073441923574332,4.1732240984108895,10.246666021985222
15,abandoned,8589155,8589130,1,,,,3,,,
16,completed,8589138,8577741,1,1.95,14.920000000000075,1.0,2,0.95,12.970000000000075,13.920000000000075
17,abandoned,8592374,8577785,5,,,,6,,,
18,completed,8589152,8592377,20,26.68000047208278,42.963333333332265,0.0,1,6.6800004720827815,16.283332861249484,22.963333333332265
19,abandoned,8587238,8589141,28,,,,2,,,
20,abandoned,8577786,8577741,21,,,,2,,,
21,completed,8589147,8588351,30,30.0,37.08666666666635,0.0,1,0.0,7.086666666666353,7.086666666666353
22,completed,8589152,8592378,25,27.330000000000013,41.95666666666662,0.0,3,2.3300000000000125,14.626666666666608,16.95666666666662
23,abandoned,8587356,8588344,21,,,,4,,,
24,abandoned,8591766,8589155,23,,,,1,,,
25,completed,8589161,8588351,31,38.48666666666665,37.05,0.0,1,7.48666666666665,-1.4366666666666532,6.049999999999997
26,abandoned,8577785,8588858,31,,,,1,,,
27,abandoned,8577741,8592377,37,,,,4,,,
28,abandoned,8589154,8592375,35,,,,4,,,
29,abandoned,8504622,8589131,35,,,,2,,,
30,abandoned,8588344,8589155,34,,,,1,,,
31,completed,8589158,8589155,40,56.03333333333333,66.73666666666651,0.0,1,16.03333333333333,10.703333333333177,26.73666666666651
32,completed,8591767,8589152,40,40.0,45.273333333333426,1.0,2,0.0,5.273333333333426,5.273333333333426
33,completed,8504622,8589147,33,33.0,34.00333333333333,1.0,2,0.0,1.0033333333333303,1.0033333333333303
34,completed,8504622,8589141,36,43.756666666666774,46.09333333333275,1.0,2,7.756666666666774,2.3366666666659768,10.093333333332751
