req_id,status,orig,dest,time_requested,time_picked_up,time_dropped_off,assigned_bus,passenger_count,wait_time_mins,travel_time_mins,total_system_time
0,abandoned,8589154,8577786,0,,,,1,,,
1,abandoned,8588858,8592377,3,,,,1,,,
2,completed,8587255,8577820,1,11.529999999999418,17.833333333333332,0.0,3,10.529999999999418,6.303333333333914,16.833333333333332
3,waiting,8589154,8587238,8,,,,3,,,
4,abandoned,8589138,8587356,6,,,,1,,,
5,abandoned,8589152,8587255,1,,,,2,,,
6,waiting,8587255,8588858,8,,,,1,,,
7,in_transit,8577741,8587255,8,14.920000000000002,,1.0,1,6.920000000000002,,
8,waiting,8587255,8589158,10,,,,2,,,
9,in_transit,8588858,8589147,6,17.243333333333325,,1.0,2,11.243333333333325,,
10,waiting,8587255,8589141,9,,,,1,,,
11,completed,8589161,8592374,0,5.536666666666413,7.923333333332968,0.0,1,5.536666666666413,2.386666666666555,7.923333333332968
12,completed,8589155,8592374,2,9.319999999999158,3.3,0.0,4,7.319999999999158,-6.0199999999991585,1.2999999999999998
13,in_transit,8588858,8589138,5,17.279999999999987,,1.0,2,12.279999999999987,,
14,completed,8589161,8577820,3,13.696666666666076,17.869999999999393,0.0,1,10.696666666666076,4.173333333333318,14.869999999999393
15,abandoned,8589155,8589130,1,,,,3,,,
16,completed,8589138,8577741,1,1.95,14.956666666666663,1.0,2,0.95,13.006666666666664,13.956666666666663
17,abandoned,8592374,8577785,5,,,,6,,,
18,waiting,8589152,8592377,20,,,,1,,,
19,waiting,8587238,8589141,28,,,,2,,,
20,waiting,8577786,8577741,21,,,,2,,,
21,waiting,8589147,8588351,30,,,,1,,,
22,waiting,8589152,8592378,25,,,,3,,,
23,waiting,8587356,8588344,21,,,,4,,,
24,waiting,8591766,8589155,23,,,,1,,,
25,waiting,8589161,8588351,31,,,,1,,,
26,waiting,8577785,8588858,31,,,,1,,,
27,waiting,8577741,8592377,37,,,,4,,,
28,waiting,8589154,8592375,35,,,,4,,,
29,waiting,8504622,8589131,35,,,,2,,,
30,waiting,8588344,8589155,34,,,,1,,,
31,waiting,8589158,8589155,40,,,,1,,,
32,waiting,8591767,8589152,40,,,,2,,,
33,waiting,8504622,8589147,33,,,,2,,,
34,waiting,8504622,8589141,36,,,,2,,,
35,waiting,8592377,8589154,38,,,,1,,,
36,waiting,8588858,8589155,35,,,,5,,,
37,waiting,8592375,8589161,30,,,,4,,,
38,waiting,8588858,8592375,30,,,,1,,,
